provider_id,full_name,registration_number,mci_number,license_id,specialization,phone,email,clinic_name,address,city,state,zipcode,license_valid_from,license_valid_to,verification_status,data_quality_score
784,Dr. Provider 784,APMC/79894,UPMC/86775,LIC4632784,Neurologist,+919428373588,provider784@hospital.com,Clinic 784,81 Health Street,Jaipur,TN,407578,2020-01-01,2030-12-31,Verified,70
785,Dr. Provider 785,TNMC/67308,APMC/68621,LIC2971310,ENT Specialist,+917806441598,provider785@hospital.com,Clinic 785,111 Health Street,Lucknow,UP,575381,2019-01-01,2028-12-31,Verified,49
786,Dr. Provider 786,UPMC/00152,TNMC/63964,LIC4385643,ENT Specialist,+919093622091,provider786@hospital.com,Clinic 786,98 Health Street,Chennai,DL,434106,2018-01-01,2025-12-31,Pending,67
787,Dr. Provider 787,MHMC/62658,WBMC/60652,LIC0335314,Dermatologist,+918574723829,provider787@hospital.com,Clinic 787,187 Health Street,Kolkata,MH,635217,2020-01-01,2028-12-31,Expired,85
788,Dr. Provider 788,RJMC/63486,DLMC/42732,LIC2827441,Neurologist,+917350258382,provider788@hospital.com,Clinic 788,120 Health Street,Ahmedabad,KA,406123,2013-01-01,2028-12-31,Pending,99
789,Dr. Provider 789,KAMC/38905,GJMC/18681,LIC9610217,General Physician,+918246844391,provider789@hospital.com,Clinic 789,150 Health Street,Lucknow,WB,541794,2019-01-01,2030-12-31,Expired,95
790,Dr. Provider 790,KAMC/07671,GJMC/56498,LIC0285534,ENT Specialist,+917081136360,provider790@hospital.com,Clinic 790,78 Health Street,Hyderabad,GJ,654917,2014-01-01,2029-12-31,Expired,87
791,Dr. Provider 791,APMC/52827,TNMC/92833,LIC3018072,Cardiologist,+919798368188,provider791@hospital.com,Clinic 791,40 Health Street,Kochi,RJ,551888,2016-01-01,2028-12-31,Verified,63
792,Dr. Provider 792,MHMC/06394,MHMC/55083,LIC6901267,Dermatologist,+918117386975,provider792@hospital.com,Clinic 792,45 Health Street,Ahmedabad,DL,424203,2020-01-01,2027-12-31,Expired,84
793,Dr. Provider 793,APMC/72682,APMC/43150,LIC9951429,Pediatrician,+918767597675,provider793@hospital.com,Clinic 793,5 Health Street,Kolkata,MH,689062,2021-01-01,2025-12-31,Verified,99
794,Dr. Provider 794,KAMC/72701,APMC/01914,LIC0561113,General Physician,+918365628173,provider794@hospital.com,Clinic 794,191 Health Street,Lucknow,DL,587719,2021-01-01,2025-12-31,Expired,59
795,Dr. Provider 795,KLMC/73555,KLMC/56249,LIC0401152,Orthopedic Surgeon,+916238397590,provider795@hospital.com,Clinic 795,9 Health Street,Mumbai,KL,493796,2019-01-01,2028-12-31,Pending,43
796,Dr. Provider 796,RJMC/70096,MHMC/95360,LIC1516655,Cardiologist,+919985113684,provider796@hospital.com,Clinic 796,159 Health Street,Ahmedabad,MH,514501,2015-01-01,2027-12-31,Expired,82
797,Dr. Provider 797,RJMC/31286,RJMC/54607,LIC1431155,Dermatologist,+917052765954,provider797@hospital.com,Clinic 797,20 Health Street,Kolkata,UP,520730,2022-01-01,2028-12-31,Verified,76
798,Dr. Provider 798,APMC/61555,UPMC/52685,LIC8704913,Dermatologist,+916502184667,provider798@hospital.com,Clinic 798,200 Health Street,Kochi,RJ,685064,2022-01-01,2026-12-31,Verified,75
799,Dr. Provider 799,APMC/90308,GJMC/52800,LIC8167094,Psychiatrist,+916104172321,provider799@hospital.com,Clinic 799,192 Health Street,Lucknow,KA,663645,2013-01-01,2029-12-31,Expired,85
800,Dr. Provider 800,APMC/84939,APMC/55196,LIC5361257,General Physician,+917641583449,provider800@hospital.com,Clinic 800,77 Health Street,Kolkata,UP,401084,2010-01-01,2027-12-31,Verified,68
801,Dr. Provider 801,TNMC/14574,MHMC/54124,LIC7038124,Psychiatrist,+919027240844,provider801@hospital.com,Clinic 801,112 Health Street,Lucknow,WB,488146,2016-01-01,2028-12-31,Verified,87
802,Dr. Provider 802,KAMC/59619,GJMC/96541,LIC2568032,Gynecologist,+916378703039,provider802@hospital.com,Clinic 802,77 Health Street,Lucknow,WB,693755,2021-01-01,2030-12-31,Pending,68
803,Dr. Provider 803,MHMC/89373,MHMC/27414,LIC5093548,Gynecologist,+917731818671,provider803@hospital.com,Clinic 803,69 Health Street,Lucknow,MH,481880,2016-01-01,2025-12-31,Expired,47
804,Dr. Provider 804,KAMC/69709,UPMC/19608,LIC5467911,Cardiologist,+916734985279,provider804@hospital.com,Clinic 804,17 Health Street,Jaipur,RJ,453307,2020-01-01,2028-12-31,Verified,93
805,Dr. Provider 805,GJMC/31867,GJMC/25771,LIC3752061,Dermatologist,+919215987622,provider805@hospital.com,Clinic 805,100 Health Street,Delhi,RJ,504001,2012-01-01,2026-12-31,Verified,49
806,Dr. Provider 806,APMC/77929,KLMC/21119,LIC3017750,Neurologist,+916792989673,provider806@hospital.com,Clinic 806,77 Health Street,Ahmedabad,WB,413446,2018-01-01,2030-12-31,Pending,89
807,Dr. Provider 807,RJMC/20569,KAMC/98597,LIC5885492,Cardiologist,+917571756055,provider807@hospital.com,Clinic 807,17 Health Street,Kochi,KL,474922,2018-01-01,2025-12-31,Expired,97
808,Dr. Provider 808,TNMC/72043,TNMC/06373,LIC0643980,Dermatologist,+917582601734,provider808@hospital.com,Clinic 808,11 Health Street,Delhi,UP,508218,2012-01-01,2028-12-31,Verified,99
809,Dr. Provider 809,KLMC/49982,TNMC/68372,LIC6785908,Psychiatrist,+919448972705,provider809@hospital.com,Clinic 809,200 Health Street,Kochi,TN,563364,2016-01-01,2028-12-31,Expired,96
810,Dr. Provider 810,APMC/98922,GJMC/52546,LIC5834015,Neurologist,+916031386477,provider810@hospital.com,Clinic 810,176 Health Street,Mumbai,MH,441085,2018-01-01,2030-12-31,Pending,88
811,Dr. Provider 811,KLMC/09755,RJMC/34315,LIC8789351,Dermatologist,+919107243019,provider811@hospital.com,Clinic 811,50 Health Street,Lucknow,RJ,453239,2014-01-01,2028-12-31,Expired,58
812,Dr. Provider 812,KAMC/29395,KLMC/39500,LIC6680720,Neurologist,+916828708761,provider812@hospital.com,Clinic 812,177 Health Street,Bengaluru,AP,588283,2010-01-01,2026-12-31,Pending,64
813,Dr. Provider 813,MHMC/86920,DLMC/09030,LIC1169554,Cardiologist,+919057207317,provider813@hospital.com,Clinic 813,109 Health Street,Delhi,TN,443620,2019-01-01,2025-12-31,Expired,71
814,Dr. Provider 814,TNMC/40804,TNMC/31223,LIC2023375,Neurologist,+918923167308,provider814@hospital.com,Clinic 814,95 Health Street,Jaipur,KL,418098,2020-01-01,2027-12-31,Verified,56
815,Dr. Provider 815,APMC/38131,RJMC/23663,LIC0379645,Orthopedic Surgeon,+916841219457,provider815@hospital.com,Clinic 815,131 Health Street,Kochi,GJ,680265,2013-01-01,2025-12-31,Verified,77
816,Dr. Provider 816,MHMC/27968,UPMC/06374,LIC0389025,Gynecologist,+917871587478,provider816@hospital.com,Clinic 816,192 Health Street,Chennai,UP,525037,2011-01-01,2027-12-31,Expired,93
817,Dr. Provider 817,KAMC/35379,KAMC/49289,LIC3464304,Psychiatrist,+919987801927,provider817@hospital.com,Clinic 817,130 Health Street,Bengaluru,MH,500051,2010-01-01,2030-12-31,Expired,82
818,Dr. Provider 818,KAMC/75368,APMC/90687,LIC3524302,Dermatologist,+916959434756,provider818@hospital.com,Clinic 818,42 Health Street,Jaipur,WB,600584,2022-01-01,2029-12-31,Verified,65
819,Dr. Provider 819,APMC/73463,GJMC/75269,LIC4631838,Dermatologist,+916752222390,provider819@hospital.com,Clinic 819,29 Health Street,Kochi,RJ,490502,2016-01-01,2027-12-31,Verified,54
820,Dr. Provider 820,APMC/30298,GJMC/12911,LIC0536362,Pediatrician,+917594447225,provider820@hospital.com,Clinic 820,52 Health Street,Mumbai,TN,656426,2017-01-01,2028-12-31,Expired,57
821,Dr. Provider 821,UPMC/25979,APMC/48315,LIC0723384,ENT Specialist,+917311051190,provider821@hospital.com,Clinic 821,82 Health Street,Kolkata,MH,556403,2015-01-01,2029-12-31,Pending,66
822,Dr. Provider 822,APMC/85841,UPMC/74844,LIC1489027,Cardiologist,+917213378630,provider822@hospital.com,Clinic 822,61 Health Street,Mumbai,GJ,436572,2021-01-01,2027-12-31,Expired,85
823,Dr. Provider 823,RJMC/59342,TNMC/69534,LIC3729854,Cardiologist,+918441984756,provider823@hospital.com,Clinic 823,90 Health Street,Bengaluru,GJ,455880,2018-01-01,2026-12-31,Expired,84
824,Dr. Provider 824,MHMC/80850,TNMC/48270,LIC9046089,Orthopedic Surgeon,+917203966945,provider824@hospital.com,Clinic 824,110 Health Street,Mumbai,MH,682327,2012-01-01,2028-12-31,Verified,89
825,Dr. Provider 825,TNMC/10136,KAMC/20235,LIC4403116,Pediatrician,+919620609337,provider825@hospital.com,Clinic 825,184 Health Street,Kochi,GJ,478360,2017-01-01,2030-12-31,Verified,94
826,Dr. Provider 826,APMC/57316,MHMC/98289,LIC2177698,General Physician,+916919864480,provider826@hospital.com,Clinic 826,163 Health Street,Kolkata,KL,489505,2021-01-01,2027-12-31,Verified,75
827,Dr. Provider 827,APMC/19897,KAMC/59198,LIC0850512,Psychiatrist,+916818625392,provider827@hospital.com,Clinic 827,11 Health Street,Kochi,TN,626199,2016-01-01,2026-12-31,Pending,45
828,Dr. Provider 828,APMC/99941,TNMC/32926,LIC3113718,General Physician,+917825627535,provider828@hospital.com,Clinic 828,134 Health Street,Hyderabad,DL,539754,2016-01-01,2025-12-31,Pending,83
829,Dr. Provider 829,MHMC/31689,GJMC/10662,LIC0685197,ENT Specialist,+916550135454,provider829@hospital.com,Clinic 829,132 Health Street,Kolkata,GJ,651527,2018-01-01,2026-12-31,Pending,54
830,Dr. Provider 830,KLMC/98318,KAMC/23034,LIC0714085,Gynecologist,+918393092664,provider830@hospital.com,Clinic 830,19 Health Street,Chennai,AP,401149,2017-01-01,2025-12-31,Verified,49
831,Dr. Provider 831,KLMC/65014,WBMC/66013,LIC7924816,Gynecologist,+919663150940,provider831@hospital.com,Clinic 831,48 Health Street,Ahmedabad,WB,408708,2014-01-01,2027-12-31,Verified,48
832,Dr. Provider 832,UPMC/84801,GJMC/68213,LIC5371593,Dermatologist,+918055430487,provider832@hospital.com,Clinic 832,188 Health Street,Kochi,AP,488129,2010-01-01,2030-12-31,Verified,51
833,Dr. Provider 833,UPMC/52392,MHMC/10967,LIC8666816,ENT Specialist,+919244329150,provider833@hospital.com,Clinic 833,194 Health Street,Kolkata,KL,492700,2014-01-01,2025-12-31,Verified,61
834,Dr. Provider 834,RJMC/66801,DLMC/39688,LIC2280816,Gynecologist,+917833358054,provider834@hospital.com,Clinic 834,79 Health Street,Delhi,AP,568548,2019-01-01,2030-12-31,Expired,64
835,Dr. Provider 835,KLMC/26564,KAMC/70428,LIC9448246,Dermatologist,+917310539863,provider835@hospital.com,Clinic 835,196 Health Street,Kolkata,MH,418690,2016-01-01,2029-12-31,Expired,54
836,Dr. Provider 836,MHMC/32483,KLMC/91026,LIC2373955,Orthopedic Surgeon,+916805502826,provider836@hospital.com,Clinic 836,129 Health Street,Ahmedabad,WB,658107,2021-01-01,2029-12-31,Expired,54
837,Dr. Provider 837,KAMC/01713,RJMC/42891,LIC4247031,Orthopedic Surgeon,+916681403670,provider837@hospital.com,Clinic 837,150 Health Street,Jaipur,KA,427510,2013-01-01,2030-12-31,Pending,71
838,Dr. Provider 838,DLMC/39149,RJMC/50468,LIC6524914,General Physician,+917501569066,provider838@hospital.com,Clinic 838,11 Health Street,Bengaluru,UP,578623,2016-01-01,2025-12-31,Expired,43
839,Dr. Provider 839,UPMC/34045,GJMC/86811,LIC1187645,Gynecologist,+918307065230,provider839@hospital.com,Clinic 839,82 Health Street,Delhi,KA,490000,2016-01-01,2026-12-31,Pending,100
840,Dr. Provider 840,TNMC/97757,UPMC/38815,LIC8738767,Cardiologist,+916683007014,provider840@hospital.com,Clinic 840,85 Health Street,Chennai,DL,422329,2020-01-01,2028-12-31,Expired,63
841,Dr. Provider 841,KLMC/48925,TNMC/97138,LIC9358436,ENT Specialist,+916178311658,provider841@hospital.com,Clinic 841,181 Health Street,Lucknow,GJ,676537,2011-01-01,2028-12-31,Pending,46
842,Dr. Provider 842,APMC/55078,KAMC/32427,LIC5308543,General Physician,+917234617851,provider842@hospital.com,Clinic 842,133 Health Street,Chennai,AP,503001,2010-01-01,2029-12-31,Expired,73
843,Dr. Provider 843,APMC/92100,GJMC/85708,LIC0254346,Gynecologist,+918367285082,provider843@hospital.com,Clinic 843,193 Health Street,Ahmedabad,UP,437113,2015-01-01,2029-12-31,Expired,69
844,Dr. Provider 844,KAMC/33559,APMC/11130,LIC2166245,Cardiologist,+918378555146,provider844@hospital.com,Clinic 844,119 Health Street,Ahmedabad,MH,619007,2011-01-01,2026-12-31,Pending,82
845,Dr. Provider 845,TNMC/01882,RJMC/85282,LIC3545697,Orthopedic Surgeon,+919095513253,provider845@hospital.com,Clinic 845,15 Health Street,Kolkata,MH,689139,2016-01-01,2028-12-31,Verified,81
846,Dr. Provider 846,WBMC/72053,RJMC/87193,LIC9683825,ENT Specialist,+918913495224,provider846@hospital.com,Clinic 846,188 Health Street,Chennai,KL,461416,2014-01-01,2025-12-31,Pending,100
847,Dr. Provider 847,UPMC/69767,KLMC/30793,LIC3563215,Dermatologist,+917736067264,provider847@hospital.com,Clinic 847,74 Health Street,Chennai,KL,581772,2015-01-01,2028-12-31,Expired,74
848,Dr. Provider 848,KLMC/19541,KAMC/78484,LIC7021442,Neurologist,+919693724537,provider848@hospital.com,Clinic 848,98 Health Street,Lucknow,KA,519955,2012-01-01,2028-12-31,Expired,58
849,Dr. Provider 849,UPMC/53601,DLMC/66652,LIC6243172,Gynecologist,+916679768582,provider849@hospital.com,Clinic 849,77 Health Street,Kolkata,MH,400241,2010-01-01,2025-12-31,Pending,68
850,Dr. Provider 850,TNMC/38621,GJMC/23138,LIC0120603,General Physician,+917016148520,provider850@hospital.com,Clinic 850,146 Health Street,Mumbai,RJ,442063,2022-01-01,2027-12-31,Pending,56
851,Dr. Provider 851,WBMC/57489,KAMC/84575,LIC7533425,General Physician,+917256299065,provider851@hospital.com,Clinic 851,4 Health Street,Chennai,WB,466387,2011-01-01,2026-12-31,Verified,49
852,Dr. Provider 852,WBMC/20456,KLMC/85266,LIC4423273,Cardiologist,+917493352726,provider852@hospital.com,Clinic 852,74 Health Street,Hyderabad,TN,493584,2014-01-01,2027-12-31,Verified,83
853,Dr. Provider 853,MHMC/31854,KLMC/76857,LIC8689408,Pediatrician,+919903868406,provider853@hospital.com,Clinic 853,21 Health Street,Chennai,GJ,465085,2011-01-01,2029-12-31,Pending,48
854,Dr. Provider 854,DLMC/18704,WBMC/47106,LIC8878932,Gynecologist,+917739117981,provider854@hospital.com,Clinic 854,23 Health Street,Ahmedabad,DL,517424,2011-01-01,2027-12-31,Pending,81
855,Dr. Provider 855,TNMC/85422,RJMC/66136,LIC5007753,Orthopedic Surgeon,+916727695740,provider855@hospital.com,Clinic 855,13 Health Street,Mumbai,GJ,636467,2012-01-01,2030-12-31,Pending,75
856,Dr. Provider 856,DLMC/19580,KLMC/22963,LIC8180079,Cardiologist,+918882098223,provider856@hospital.com,Clinic 856,30 Health Street,Kolkata,KL,507661,2010-01-01,2030-12-31,Pending,52
857,Dr. Provider 857,WBMC/60549,APMC/18508,LIC9336420,Cardiologist,+919767719727,provider857@hospital.com,Clinic 857,191 Health Street,Kochi,KL,464453,2020-01-01,2025-12-31,Verified,65
858,Dr. Provider 858,WBMC/66617,APMC/75479,LIC4080287,Orthopedic Surgeon,+918851493607,provider858@hospital.com,Clinic 858,74 Health Street,Lucknow,TN,653760,2022-01-01,2028-12-31,Pending,60
859,Dr. Provider 859,RJMC/10357,APMC/06186,LIC5580064,General Physician,+917860940133,provider859@hospital.com,Clinic 859,141 Health Street,Kolkata,AP,569891,2016-01-01,2027-12-31,Verified,68
860,Dr. Provider 860,UPMC/65613,RJMC/27994,LIC4666051,Orthopedic Surgeon,+917532030085,provider860@hospital.com,Clinic 860,66 Health Street,Kolkata,KA,690289,2018-01-01,2028-12-31,Verified,56
861,Dr. Provider 861,TNMC/27540,TNMC/40928,LIC4938255,Psychiatrist,+918702246287,provider861@hospital.com,Clinic 861,120 Health Street,Jaipur,GJ,583730,2010-01-01,2027-12-31,Verified,45
862,Dr. Provider 862,GJMC/07054,GJMC/92192,LIC3543044,ENT Specialist,+917686172604,provider862@hospital.com,Clinic 862,42 Health Street,Bengaluru,UP,528599,2019-01-01,2030-12-31,Verified,54
863,Dr. Provider 863,KLMC/49416,TNMC/20091,LIC5685934,General Physician,+917921980973,provider863@hospital.com,Clinic 863,25 Health Street,Hyderabad,WB,571553,2012-01-01,2026-12-31,Expired,75
864,Dr. Provider 864,MHMC/95128,KLMC/10707,LIC3945982,Dermatologist,+916183096223,provider864@hospital.com,Clinic 864,188 Health Street,Hyderabad,KL,499763,2020-01-01,2029-12-31,Pending,58
865,Dr. Provider 865,APMC/06240,KLMC/96432,LIC4799836,Pediatrician,+916936274904,provider865@hospital.com,Clinic 865,11 Health Street,Jaipur,TN,496309,2010-01-01,2030-12-31,Verified,82
866,Dr. Provider 866,GJMC/36308,APMC/43432,LIC5996876,Gynecologist,+917602730627,provider866@hospital.com,Clinic 866,188 Health Street,Delhi,KA,653341,2015-01-01,2026-12-31,Expired,94
867,Dr. Provider 867,WBMC/54633,DLMC/70543,LIC5580531,ENT Specialist,+916925466952,provider867@hospital.com,Clinic 867,78 Health Street,Jaipur,TN,489637,2011-01-01,2026-12-31,Expired,55
868,Dr. Provider 868,APMC/87809,APMC/15012,LIC7374373,Cardiologist,+919178631819,provider868@hospital.com,Clinic 868,34 Health Street,Ahmedabad,AP,497397,2021-01-01,2029-12-31,Expired,52
869,Dr. Provider 869,MHMC/98060,TNMC/15086,LIC9297166,Neurologist,+919059936292,provider869@hospital.com,Clinic 869,128 Health Street,Jaipur,KL,684901,2019-01-01,2026-12-31,Verified,79
870,Dr. Provider 870,UPMC/08728,KAMC/92498,LIC6447893,General Physician,+918423809595,provider870@hospital.com,Clinic 870,69 Health Street,Chennai,KA,637343,2013-01-01,2029-12-31,Verified,68
871,Dr. Provider 871,GJMC/05941,UPMC/39295,LIC2154527,Gynecologist,+918963845329,provider871@hospital.com,Clinic 871,95 Health Street,Ahmedabad,TN,630026,2020-01-01,2026-12-31,Verified,43
872,Dr. Provider 872,APMC/92956,UPMC/77582,LIC0509275,Cardiologist,+916743899889,provider872@hospital.com,Clinic 872,187 Health Street,Bengaluru,WB,607674,2019-01-01,2026-12-31,Pending,81
873,Dr. Provider 873,WBMC/83618,KAMC/53449,LIC8415450,Pediatrician,+917810654014,provider873@hospital.com,Clinic 873,6 Health Street,Bengaluru,MH,642371,2017-01-01,2025-12-31,Verified,65
874,Dr. Provider 874,MHMC/78430,TNMC/79313,LIC1389822,ENT Specialist,+917755334797,provider874@hospital.com,Clinic 874,122 Health Street,Kolkata,GJ,434336,2011-01-01,2030-12-31,Expired,46
875,Dr. Provider 875,DLMC/31792,KLMC/22466,LIC0941195,ENT Specialist,+917174169713,provider875@hospital.com,Clinic 875,123 Health Street,Jaipur,KA,602457,2022-01-01,2030-12-31,Expired,81
876,Dr. Provider 876,TNMC/42255,WBMC/10429,LIC1751494,ENT Specialist,+916989061612,provider876@hospital.com,Clinic 876,19 Health Street,Ahmedabad,RJ,693854,2017-01-01,2028-12-31,Pending,63
877,Dr. Provider 877,GJMC/94769,KLMC/79407,LIC8752364,Cardiologist,+919746031622,provider877@hospital.com,Clinic 877,79 Health Street,Mumbai,KA,428851,2015-01-01,2027-12-31,Verified,95
878,Dr. Provider 878,RJMC/18120,WBMC/85896,LIC8013844,General Physician,+917878449518,provider878@hospital.com,Clinic 878,138 Health Street,Mumbai,RJ,413674,2021-01-01,2029-12-31,Pending,90
879,Dr. Provider 879,UPMC/47961,WBMC/37903,LIC0242299,Orthopedic Surgeon,+919873140891,provider879@hospital.com,Clinic 879,135 Health Street,Kolkata,RJ,657597,2012-01-01,2025-12-31,Verified,44
880,Dr. Provider 880,APMC/64462,RJMC/31452,LIC0096675,Cardiologist,+918580847958,provider880@hospital.com,Clinic 880,163 Health Street,Kolkata,MH,610219,2014-01-01,2030-12-31,Expired,81
881,Dr. Provider 881,APMC/46184,TNMC/24662,LIC7457514,Psychiatrist,+918717933522,provider881@hospital.com,Clinic 881,136 Health Street,Chennai,GJ,445348,2016-01-01,2026-12-31,Verified,56
882,Dr. Provider 882,MHMC/24964,WBMC/23628,LIC9420660,Psychiatrist,+917914275017,provider882@hospital.com,Clinic 882,149 Health Street,Kochi,UP,415776,2019-01-01,2027-12-31,Expired,70
883,Dr. Provider 883,DLMC/80977,KAMC/35335,LIC4275686,Cardiologist,+917799829836,provider883@hospital.com,Clinic 883,110 Health Street,Lucknow,TN,512463,2015-01-01,2028-12-31,Pending,49
884,Dr. Provider 884,MHMC/17460,UPMC/16076,LIC4848538,Dermatologist,+918152691283,provider884@hospital.com,Clinic 884,120 Health Street,Chennai,KA,576012,2013-01-01,2028-12-31,Pending,55
885,Dr. Provider 885,GJMC/21762,KLMC/57485,LIC1235142,Psychiatrist,+917138322279,provider885@hospital.com,Clinic 885,97 Health Street,Kochi,MH,448565,2017-01-01,2027-12-31,Pending,55
886,Dr. Provider 886,DLMC/66526,RJMC/03042,LIC0794796,General Physician,+916377587954,provider886@hospital.com,Clinic 886,19 Health Street,Bengaluru,KL,473610,2015-01-01,2029-12-31,Pending,84
887,Dr. Provider 887,KLMC/58020,UPMC/08609,LIC9657111,Orthopedic Surgeon,+916899321157,provider887@hospital.com,Clinic 887,19 Health Street,Jaipur,RJ,503061,2021-01-01,2028-12-31,Pending,56
888,Dr. Provider 888,KAMC/57936,GJMC/98037,LIC3396102,Neurologist,+916515139790,provider888@hospital.com,Clinic 888,188 Health Street,Delhi,KA,547254,2017-01-01,2028-12-31,Verified,73
889,Dr. Provider 889,KAMC/79256,APMC/53447,LIC1948593,General Physician,+919722389729,provider889@hospital.com,Clinic 889,27 Health Street,Ahmedabad,WB,681907,2020-01-01,2030-12-31,Verified,80
890,Dr. Provider 890,APMC/27414,KAMC/98157,LIC3299914,Psychiatrist,+919415996818,provider890@hospital.com,Clinic 890,192 Health Street,Chennai,KA,585915,2016-01-01,2029-12-31,Pending,70
891,Dr. Provider 891,KAMC/26167,WBMC/93175,LIC9164210,Cardiologist,+919919439864,provider891@hospital.com,Clinic 891,17 Health Street,Hyderabad,UP,548301,2012-01-01,2026-12-31,Expired,85
